"Date","jurisdiction","Daily Case Rate / 100,000","Seven-day Average Case Rate"
2020-11-20,"San Juan",84.9,69.1
2020-11-20,"Southeast Utah",111.9,92.3
2020-11-20,"Southwest Utah",133.7,97.1
2020-11-20,"Summit County",80.7,73.2
2020-11-20,"Tooele County",51.2,79.3
2020-11-20,"TriCounty",91.8,75.7
2020-11-20,"Utah County",109.1,117.3
2020-11-20,"Wasatch County",111.5,115.7
2020-11-20,"Weber-Morgan",80.4,88.3
2020-11-21,"Bear River",89.9,118
2020-11-21,"Central Utah",64.7,99.9
2020-11-21,"Davis County",74,90.1
2020-11-21,"Salt Lake County",114.2,106.6
2020-11-21,"San Juan",39.2,63.5
2020-11-21,"Southeast Utah",32.3,90.9
2020-11-21,"Southwest Utah",37.3,92.8
2020-11-21,"Summit County",42.7,67.5
2020-11-21,"Tooele County",54,79.3
2020-11-21,"TriCounty",53,78
2020-11-21,"Utah County",158.3,125.8
2020-11-21,"Wasatch County",140.8,121.9
2020-11-21,"Weber-Morgan",78.2,88.2
2020-11-22,"Bear River",75.5,116.7
2020-11-22,"Central Utah",73.2,100.6
2020-11-22,"Davis County",71.2,93
2020-11-22,"Salt Lake County",65.1,105.2
2020-11-22,"San Juan",32.7,63.5
2020-11-22,"Southeast Utah",52.2,90.6
2020-11-22,"Southwest Utah",84.5,97.7
2020-11-22,"Summit County",78.3,71.9
2020-11-22,"Tooele County",55.4,81.3
2020-11-22,"TriCounty",19.4,76.2
2020-11-22,"Utah County",70.4,127.6
2020-11-22,"Wasatch County",108.5,127
2020-11-22,"Weber-Morgan",72,92.8
2020-11-23,"Bear River",56.2,114.5
2020-11-23,"Central Utah",86.6,104.8
2020-11-23,"Davis County",57.4,90.4
2020-11-23,"Salt Lake County",98.6,106.7
2020-11-23,"San Juan",65.3,59.7
2020-11-23,"Southeast Utah",84.5,87.4
2020-11-23,"Southwest Utah",87.7,94
2020-11-23,"Summit County",33.2,64.1
2020-11-23,"Tooele County",51.2,77.1
2020-11-23,"TriCounty",70.6,74.2
2020-11-23,"Utah County",96.5,120.2
2020-11-23,"Wasatch County",132,120.3
2020-11-23,"Weber-Morgan",45.9,87.9
2020-11-24,"Bear River",40.7,106.1
2020-11-24,"Central Utah",37.8,92.2
2020-11-24,"Davis County",49.2,85.2
2020-11-24,"Salt Lake County",64.9,101.6
2020-11-24,"San Juan",45.7,59.7
2020-11-24,"Southeast Utah",104.4,84.2
2020-11-24,"Southwest Utah",64.7,90.8
2020-11-24,"Summit County",47.5,62
2020-11-24,"Tooele County",48.4,71
2020-11-24,"TriCounty",38.9,62.8
2020-11-24,"Utah County",38.4,114.3
2020-11-24,"Wasatch County",167.2,129.9
2020-11-24,"Weber-Morgan",55.8,82.4
2020-11-25,"Bear River",124.2,101.7
2020-11-25,"Central Utah",162.3,96.4
2020-11-25,"Davis County",89.7,83.9
2020-11-25,"Salt Lake County",123.2,99.9
2020-11-25,"San Juan",117.6,65.3
2020-11-25,"Southeast Utah",124.3,87.7
2020-11-25,"Southwest Utah",113.9,95.1
2020-11-25,"Summit County",45.1,59.3
2020-11-25,"Tooele County",110.7,73.7
2020-11-25,"TriCounty",113,70.9
2020-11-25,"Utah County",142.4,112.7
2020-11-25,"Wasatch County",120.3,131.2
2020-11-25,"Weber-Morgan",108.7,83.6
2020-11-26,"Bear River",83,92.2
2020-11-26,"Central Utah",74.4,91.9
2020-11-26,"Davis County",63,73
2020-11-26,"Salt Lake County",75.8,90.9
2020-11-26,"San Juan",32.7,59.7
2020-11-26,"Southeast Utah",14.9,74.9
2020-11-26,"Southwest Utah",50,81.7
2020-11-26,"Summit County",47.5,53.6
2020-11-26,"Tooele County",51.2,60.3
2020-11-26,"TriCounty",38.9,60.8
2020-11-26,"Utah County",95.6,101.5
2020-11-26,"Wasatch County",76.3,122.4
2020-11-26,"Weber-Morgan",48.8,70
2020-11-27,"Bear River",76,77.9
2020-11-27,"Central Utah",62.2,80.2
2020-11-27,"Davis County",49.5,64.9
2020-11-27,"Salt Lake County",60.1,86
2020-11-27,"San Juan",32.7,52.3
2020-11-27,"Southeast Utah",57.2,67.1
2020-11-27,"Southwest Utah",98.8,76.7
2020-11-27,"Summit County",61.7,50.8
2020-11-27,"Tooele County",83,64.8
2020-11-27,"TriCounty",83,59.5
2020-11-27,"Utah County",69.9,95.9
2020-11-27,"Wasatch County",96.8,120.3
2020-11-27,"Weber-Morgan",42.2,64.5
2020-11-28,"Bear River",43.4,71.3
2020-11-28,"Central Utah",37.8,76.3
2020-11-28,"Davis County",61.3,63.1
2020-11-28,"Salt Lake County",52.9,77.2
2020-11-28,"San Juan",84.9,58.8
2020-11-28,"Southeast Utah",54.7,70.3
2020-11-28,"Southwest Utah",42.1,77.4
2020-11-28,"Summit County",23.7,48.1
2020-11-28,"Tooele County",26.3,60.9
2020-11-28,"TriCounty",37.1,57.3
2020-11-28,"Utah County",69.6,83.3
2020-11-28,"Wasatch County",49.9,107.3
2020-11-28,"Weber-Morgan",52.9,60.9
2020-11-29,"Bear River",78.2,71.7
2020-11-29,"Central Utah",67.1,75.5
2020-11-29,"Davis County",51.8,60.3
2020-11-29,"Salt Lake County",60.9,76.6
2020-11-29,"San Juan",45.7,60.7
2020-11-29,"Southeast Utah",47.2,69.6
2020-11-29,"Southwest Utah",52.4,72.8
2020-11-29,"Summit County",71.2,47.1
2020-11-29,"Tooele County",33.2,57.7
2020-11-29,"TriCounty",28.3,58.5
2020-11-29,"Utah County",60.4,81.8
2020-11-29,"Wasatch County",129.1,110.2
2020-11-29,"Weber-Morgan",59.1,59.1
2020-11-30,"Bear River",83,75.5
2020-11-30,"Central Utah",84.2,75.1
2020-11-30,"Davis County",59.9,60.6
2020-11-30,"Salt Lake County",69.5,72.5
2020-11-30,"San Juan",32.7,56
2020-11-30,"Southeast Utah",82,69.2
2020-11-30,"Southwest Utah",90.9,73.2
2020-11-30,"Summit County",52.2,49.8
2020-11-30,"Tooele County",91.3,63.5
2020-11-30,"TriCounty",61.8,57.3
2020-11-30,"Utah County",103.4,82.8
2020-11-30,"Wasatch County",170.1,115.7
2020-11-30,"Weber-Morgan",64.6,61.7
2020-12-01,"Bear River",132.2,88.6
2020-12-01,"Central Utah",131.8,88.6
2020-12-01,"Davis County",119.3,70.6
2020-12-01,"Salt Lake County",126.1,81.2
2020-12-01,"San Juan",98,63.5
2020-12-01,"Southeast Utah",121.8,71.7
2020-12-01,"Southwest Utah",143.2,84.5
2020-12-01,"Summit County",59.3,51.5
2020-12-01,"Tooele County",81.7,68.2
2020-12-01,"TriCounty",61.8,60.6
2020-12-01,"Utah County",124.3,95.1
2020-12-01,"Wasatch County",214.1,122.4
2020-12-01,"Weber-Morgan",143.2,74.2
2020-12-02,"Bear River",114.5,87.2
2020-12-02,"Central Utah",78.1,76.5
2020-12-02,"Davis County",104.9,72.8
2020-12-02,"Salt Lake County",114.6,80
2020-12-02,"San Juan",202.5,75.6
2020-12-02,"Southeast Utah",87,66.4
2020-12-02,"Southwest Utah",127.4,86.4
2020-12-02,"Summit County",94.9,58.6
2020-12-02,"Tooele County",101,66.8
2020-12-02,"TriCounty",58.3,52.7
2020-12-02,"Utah County",166.6,98.5
2020-12-02,"Wasatch County",149.6,126.6
2020-12-02,"Weber-Morgan",113.1,74.9
2020-12-03,"Bear River",124.2,93.1
2020-12-03,"Central Utah",119.6,83
2020-12-03,"Davis County",92.6,77
2020-12-03,"Salt Lake County",80.7,80.7
2020-12-03,"San Juan",111.1,86.8
2020-12-03,"Southeast Utah",96.9,78.1
2020-12-03,"Southwest Utah",134.1,98.4
2020-12-03,"Summit County",111.5,67.8
2020-12-03,"Tooele County",62.3,68.4
2020-12-03,"TriCounty",58.3,55.5
2020-12-03,"Utah County",90.8,97.9
2020-12-03,"Wasatch County",120.3,132.8
2020-12-03,"Weber-Morgan",95.1,81.5
2020-12-04,"Bear River",111.9,98.2
2020-12-04,"Central Utah",134.2,93.3
2020-12-04,"Davis County",88.9,82.7
2020-12-04,"Salt Lake County",108.1,87.5
2020-12-04,"San Juan",98,96.1
2020-12-04,"Southeast Utah",82,81.7
2020-12-04,"Southwest Utah",122.2,101.7
2020-12-04,"Summit County",68.8,68.8
2020-12-04,"Tooele County",83,68.4
2020-12-04,"TriCounty",75.9,54.5
2020-12-04,"Utah County",143.3,108.4
2020-12-04,"Wasatch County",123.2,136.6
2020-12-04,"Weber-Morgan",134,94.6
2020-12-05,"Bear River",85.6,104.2
2020-12-05,"Central Utah",80.5,99.4
2020-12-05,"Davis County",65,83.2
2020-12-05,"Salt Lake County",87.5,92.5
2020-12-05,"San Juan",98,98
2020-12-05,"Southeast Utah",19.9,76.7
2020-12-05,"Southwest Utah",75.8,106.6
2020-12-05,"Summit County",99.7,79.7
2020-12-05,"Tooele County",107.9,80.1
2020-12-05,"TriCounty",24.7,52.7
2020-12-05,"Utah County",80.9,110
2020-12-05,"Wasatch County",123.2,147.1
2020-12-05,"Weber-Morgan",80.4,98.5
2020-12-06,"Bear River",54.1,100.8
2020-12-06,"Central Utah",72,100.1
2020-12-06,"Davis County",59.4,84.3
2020-12-06,"Salt Lake County",71.6,94
2020-12-06,"San Juan",45.7,98
2020-12-06,"Southeast Utah",14.9,72.1
2020-12-06,"Southwest Utah",85.7,111.3
2020-12-06,"Summit County",56.9,77.6
2020-12-06,"Tooele County",70.6,85.4
2020-12-06,"TriCounty",23,52
2020-12-06,"Utah County",73.2,111.8
2020-12-06,"Wasatch County",108.5,144.2
2020-12-06,"Weber-Morgan",67.9,99.8
2020-12-07,"Bear River",57.3,97.1
2020-12-07,"Central Utah",139.1,107.9
2020-12-07,"Davis County",55.1,83.6
2020-12-07,"Salt Lake County",62,92.9
2020-12-07,"San Juan",39.2,98.9
2020-12-07,"Southeast Utah",84.5,72.4
2020-12-07,"Southwest Utah",86.9,110.8
2020-12-07,"Summit County",45.1,76.6
2020-12-07,"Tooele County",80.3,83.8
2020-12-07,"TriCounty",56.5,51.2
2020-12-07,"Utah County",96.8,110.9
2020-12-07,"Wasatch County",52.8,127.4
2020-12-07,"Weber-Morgan",66.8,100.1
2020-12-08,"Bear River",71.2,88.4
2020-12-08,"Central Utah",87.9,101.6
2020-12-08,"Davis County",89.7,79.4
2020-12-08,"Salt Lake County",76.4,85.8
2020-12-08,"San Juan",150.2,106.4
2020-12-08,"Southeast Utah",77.1,66.1
2020-12-08,"Southwest Utah",111.1,106.2
2020-12-08,"Summit County",68.8,78
2020-12-08,"Tooele County",34.6,77.1
2020-12-08,"TriCounty",63.6,51.5
2020-12-08,"Utah County",73.2,103.6
2020-12-08,"Wasatch County",126.1,114.8
2020-12-08,"Weber-Morgan",82.3,91.4
2020-12-09,"Bear River",117.8,88.9
2020-12-09,"Central Utah",108.6,106
2020-12-09,"Davis County",91.4,77.4
2020-12-09,"Salt Lake County",107,84.8
2020-12-09,"San Juan",169.8,101.7
2020-12-09,"Southeast Utah",69.6,63.6
2020-12-09,"Southwest Utah",111.1,103.8
2020-12-09,"Summit County",54.6,72.2
2020-12-09,"Tooele County",99.6,76.9
2020-12-09,"TriCounty",75.9,54
2020-12-09,"Utah County",114.1,96.1
2020-12-09,"Wasatch County",96.8,107.3
2020-12-09,"Weber-Morgan",116.8,91.9
2020-12-10,"Bear River",110.3,86.9
2020-12-10,"Central Utah",153.7,110.9
2020-12-10,"Davis County",87.2,76.7
2020-12-10,"Salt Lake County",93.2,86.6
2020-12-10,"San Juan",124.1,103.6
2020-12-10,"Southeast Utah",54.7,57.5
2020-12-10,"Southwest Utah",112.7,100.8
2020-12-10,"Summit County",75.9,67.1
2020-12-10,"Tooele County",106.6,83.2
2020-12-10,"TriCounty",49.5,52.7
2020-12-10,"Utah County",106.9,98.4
2020-12-10,"Wasatch County",129.1,108.5
2020-12-10,"Weber-Morgan",106.1,93.5
2020-12-11,"Bear River",98.5,85
2020-12-11,"Central Utah",174.5,116.6
2020-12-11,"Davis County",67.5,73.6
2020-12-11,"Salt Lake County",77.6,82.2
2020-12-11,"San Juan",78.4,100.8
2020-12-11,"Southeast Utah",37.3,51.1
2020-12-11,"Southwest Utah",86.9,95.7
2020-12-11,"Summit County",38,62.7
2020-12-11,"Tooele County",88.6,84
2020-12-11,"TriCounty",53,49.5
2020-12-11,"Utah County",99.8,92.1
2020-12-11,"Wasatch County",58.7,99.3
2020-12-11,"Weber-Morgan",80.8,85.9
2020-12-12,"Bear River",55.1,80.6
2020-12-12,"Central Utah",54.9,113
2020-12-12,"Davis County",62.5,73.3
2020-12-12,"Salt Lake County",61.1,78.4
2020-12-12,"San Juan",58.8,95.2
2020-12-12,"Southeast Utah",37.3,53.6
2020-12-12,"Southwest Utah",64.7,94.1
2020-12-12,"Summit County",54.6,56.3
2020-12-12,"Tooele County",95.5,82.2
2020-12-12,"TriCounty",54.7,53.7
2020-12-12,"Utah County",77.6,91.7
2020-12-12,"Wasatch County",58.7,90.1
2020-12-12,"Weber-Morgan",70.5,84.5
2020-12-13,"Bear River",64.8,82.1
2020-12-13,"Central Utah",31.7,107.2
2020-12-13,"Davis County",56.3,72.8
2020-12-13,"Salt Lake County",56,76.2
2020-12-13,"San Juan",39.2,94.3
2020-12-13,"Southeast Utah",12.4,53.3
2020-12-13,"Southwest Utah",57.1,90.1
2020-12-13,"Summit County",47.5,54.9
2020-12-13,"Tooele County",60.9,80.9
2020-12-13,"TriCounty",35.3,55.5
2020-12-13,"Utah County",83.8,93.2
2020-12-13,"Wasatch County",105.6,89.7
2020-12-13,"Weber-Morgan",57.6,83
2020-12-14,"Bear River",61,82.7
2020-12-14,"Central Utah",157.4,109.8
2020-12-14,"Davis County",52,72.4
2020-12-14,"Salt Lake County",47.2,74.1
2020-12-14,"San Juan",26.1,92.4
2020-12-14,"Southeast Utah",89.5,54
2020-12-14,"Southwest Utah",75.4,88.4
2020-12-14,"Summit County",42.7,54.6
2020-12-14,"Tooele County",55.4,77.3
2020-12-14,"TriCounty",86.5,59.8
2020-12-14,"Utah County",71.7,89.6
2020-12-14,"Wasatch County",76.3,93
2020-12-14,"Weber-Morgan",47.4,80.2
2020-12-15,"Bear River",106,87.6
2020-12-15,"Central Utah",141.5,117.5
2020-12-15,"Davis County",97.3,73.5
2020-12-15,"Salt Lake County",85.7,75.4
2020-12-15,"San Juan",78.4,82.1
2020-12-15,"Southeast Utah",67.1,52.6
2020-12-15,"Southwest Utah",115.1,89
2020-12-15,"Summit County",123.4,62.4
2020-12-15,"Tooele County",67.8,82
2020-12-15,"TriCounty",72.4,61.1
2020-12-15,"Utah County",93.8,92.5
2020-12-15,"Wasatch County",93.9,88.4
2020-12-15,"Weber-Morgan",102.4,83.1
2020-12-16,"Bear River",136.5,90.3
2020-12-16,"Central Utah",81.8,113.7
2020-12-16,"Davis County",108.6,75.9
2020-12-16,"Salt Lake County",81.2,71.7
2020-12-16,"San Juan",65.3,67.2
2020-12-16,"Southeast Utah",67.1,52.2
2020-12-16,"Southwest Utah",112.7,89.2
2020-12-16,"Summit County",87.8,67.1
2020-12-16,"Tooele County",77.5,78.9
2020-12-16,"TriCounty",72.4,60.6
2020-12-16,"Utah County",124.6,94
2020-12-16,"Wasatch County",52.8,82.1
2020-12-16,"Weber-Morgan",106.1,81.6
2020-12-17,"Bear River",60.5,83.2
2020-12-17,"Central Utah",75.7,102.5
2020-12-17,"Davis County",82.7,75.3
2020-12-17,"Salt Lake County",77.4,69.5
2020-12-17,"San Juan",71.9,59.7
2020-12-17,"Southeast Utah",62.1,53.3
2020-12-17,"Southwest Utah",80.1,84.6
2020-12-17,"Summit County",71.2,66.4
2020-12-17,"Tooele County",113.5,79.9
2020-12-17,"TriCounty",67.1,63.1
2020-12-17,"Utah County",103.4,93.5
2020-12-17,"Wasatch County",96.8,77.5
2020-12-17,"Weber-Morgan",81.9,78.1
2020-12-18,"Bear River",84,81.1
2020-12-18,"Central Utah",198.9,106
2020-12-18,"Davis County",81.9,77.3
2020-12-18,"Salt Lake County",70.3,68.4
2020-12-18,"San Juan",39.2,54.1
2020-12-18,"Southeast Utah",54.7,55.8
2020-12-18,"Southwest Utah",98.4,86.2
2020-12-18,"Summit County",94.9,74.6
2020-12-18,"Tooele County",26.3,71
2020-12-18,"TriCounty",67.1,65.1
2020-12-18,"Utah County",63.7,88.4
2020-12-18,"Wasatch County",88,81.7
2020-12-18,"Weber-Morgan",68.7,76.4
2020-12-19,"Bear River",45.5,79.8
2020-12-19,"Central Utah",80.5,109.6
2020-12-19,"Davis County",58.2,76.7
2020-12-19,"Salt Lake County",57.9,68
2020-12-19,"San Juan",78.4,56.9
2020-12-19,"Southeast Utah",34.8,55.4
2020-12-19,"Southwest Utah",58.7,85.4
2020-12-19,"Summit County",73.6,77.3
2020-12-19,"Tooele County",44.3,63.7
2020-12-19,"TriCounty",45.9,63.8
2020-12-19,"Utah County",80.5,88.8
2020-12-19,"Wasatch County",35.2,78.4
2020-12-19,"Weber-Morgan",70.9,76.4
2020-12-20,"Bear River",58.3,78.8
2020-12-20,"Central Utah",25.6,108.8
2020-12-20,"Davis County",55.1,76.6
2020-12-20,"Salt Lake County",52.8,67.5
2020-12-20,"San Juan",32.7,56
2020-12-20,"Southeast Utah",7.5,54.7
2020-12-20,"Southwest Utah",69.8,87.2
2020-12-20,"Summit County",59.3,79
2020-12-20,"Tooele County",48.4,61.9
2020-12-20,"TriCounty",30,63.1
2020-12-20,"Utah County",62.1,85.7
2020-12-20,"Wasatch County",88,75.8
2020-12-20,"Weber-Morgan",63.2,77.2
2020-12-21,"Bear River",55.7,78.1
2020-12-21,"Central Utah",191.6,113.7
2020-12-21,"Davis County",60.5,77.8
2020-12-21,"Salt Lake County",51.9,68.2
2020-12-21,"San Juan",32.7,56.9
2020-12-21,"Southeast Utah",92,55
2020-12-21,"Southwest Utah",75,87.1
2020-12-21,"Summit County",71.2,83
2020-12-21,"Tooele County",76.1,64.8
2020-12-21,"TriCounty",47.7,57.5
2020-12-21,"Utah County",90.5,88.4
2020-12-21,"Wasatch County",76.3,75.8
2020-12-21,"Weber-Morgan",95.8,84.1
2020-12-22,"Bear River",83,74.8
2020-12-22,"Central Utah",189.1,120.5
2020-12-22,"Davis County",82.1,75.6
2020-12-22,"Salt Lake County",69.6,65.9
2020-12-22,"San Juan",124.1,63.5
2020-12-22,"Southeast Utah",44.7,51.8
2020-12-22,"Southwest Utah",104.3,85.6
2020-12-22,"Summit County",75.9,76.3
2020-12-22,"Tooele County",37.4,60.5
2020-12-22,"TriCounty",53,54.7
2020-12-22,"Utah County",88,87.5
2020-12-22,"Wasatch County",108.5,77.9
2020-12-22,"Weber-Morgan",90.7,82.5
2020-12-23,"Bear River",77.6,66.4
2020-12-23,"Central Utah",134.2,127.9
2020-12-23,"Davis County",95.6,73.7
2020-12-23,"Salt Lake County",77.2,65.3
2020-12-23,"San Juan",98,68.1
2020-12-23,"Southeast Utah",42.3,48.3
2020-12-23,"Southwest Utah",80.5,81
2020-12-23,"Summit County",87.8,76.3
2020-12-23,"Tooele County",99.6,63.7
2020-12-23,"TriCounty",53,52
2020-12-23,"Utah County",121.5,87.1
2020-12-23,"Wasatch County",52.8,77.9
2020-12-23,"Weber-Morgan",92.9,80.6
2020-12-24,"Bear River",86.2,70
2020-12-24,"Central Utah",112.3,133.2
2020-12-24,"Davis County",80.7,73.5
2020-12-24,"Salt Lake County",71.2,64.4
2020-12-24,"San Juan",58.8,66.3
2020-12-24,"Southeast Utah",34.8,44.4
2020-12-24,"Southwest Utah",91.7,82.6
2020-12-24,"Summit County",111.5,82
2020-12-24,"Tooele County",90,60.3
2020-12-24,"TriCounty",51.2,49.7
2020-12-24,"Utah County",82.8,84.2
2020-12-24,"Wasatch County",41.1,70
2020-12-24,"Weber-Morgan",86.7,81.3
2020-12-25,"Bear River",28.4,62.1
2020-12-25,"Central Utah",42.7,110.9
2020-12-25,"Davis County",41.9,67.8
2020-12-25,"Salt Lake County",28.7,58.5
2020-12-25,"San Juan",6.5,61.6
2020-12-25,"Southeast Utah",2.5,36.9
2020-12-25,"Southwest Utah",26.2,72.3
2020-12-25,"Summit County",54.6,76.3
2020-12-25,"Tooele County",15.2,58.7
2020-12-25,"TriCounty",14.1,42.1
2020-12-25,"Utah County",32.1,79.6
2020-12-25,"Wasatch County",44,63.7
2020-12-25,"Weber-Morgan",31.6,76
2020-12-26,"Bear River",23.6,59
2020-12-26,"Central Utah",18.3,102
2020-12-26,"Davis County",23.9,62.9
2020-12-26,"Salt Lake County",26.1,53.9
2020-12-26,"San Juan",52.3,57.9
2020-12-26,"Southeast Utah",9.9,33.4
2020-12-26,"Southwest Utah",19,66.7
2020-12-26,"Summit County",40.3,71.5
2020-12-26,"Tooele County",30.4,56.7
2020-12-26,"TriCounty",40.6,41.4
2020-12-26,"Utah County",24.7,71.7
2020-12-26,"Wasatch County",35.2,63.7
2020-12-26,"Weber-Morgan",27.2,69.7
2020-12-27,"Bear River",51.4,58
2020-12-27,"Central Utah",41.5,104.2
2020-12-27,"Davis County",52.3,62.5
2020-12-27,"Salt Lake County",46.7,53.1
2020-12-27,"San Juan",6.5,54.1
2020-12-27,"Southeast Utah",29.8,36.6
2020-12-27,"Southwest Utah",50.4,63.9
2020-12-27,"Summit County",61.7,71.9
2020-12-27,"Tooele County",59.5,58.3
2020-12-27,"TriCounty",37.1,42.4
2020-12-27,"Utah County",64.3,72
2020-12-27,"Wasatch County",90.9,64.1
2020-12-27,"Weber-Morgan",66.8,70.2
2020-12-28,"Bear River",67.4,59.6
2020-12-28,"Central Utah",124.5,94.7
2020-12-28,"Davis County",82.4,65.6
2020-12-28,"Salt Lake County",74.5,56.3
2020-12-28,"San Juan",19.6,52.3
2020-12-28,"Southeast Utah",74.6,34.1
2020-12-28,"Southwest Utah",86.5,65.5
2020-12-28,"Summit County",78.3,72.9
2020-12-28,"Tooele County",49.8,54.6
2020-12-28,"TriCounty",45.9,42.1
2020-12-28,"Utah County",123.1,76.6
2020-12-28,"Wasatch County",82.1,65
2020-12-28,"Weber-Morgan",73.1,67
2020-12-29,"Bear River",57.3,56
2020-12-29,"Central Utah",172,92.2
2020-12-29,"Davis County",88.3,66.5
2020-12-29,"Salt Lake County",78.7,57.6
2020-12-29,"San Juan",111.1,50.4
2020-12-29,"Southeast Utah",42.3,33.7
2020-12-29,"Southwest Utah",121.4,68
2020-12-29,"Summit County",109.1,77.6
2020-12-29,"Tooele County",74.7,59.9
2020-12-29,"TriCounty",60,43.1
2020-12-29,"Utah County",76.4,75
2020-12-29,"Wasatch County",117.3,66.2
2020-12-29,"Weber-Morgan",52.5,61.5
2020-12-30,"Bear River",141.3,65.1
2020-12-30,"Central Utah",151.3,94.7
2020-12-30,"Davis County",155,74.9
2020-12-30,"Salt Lake County",126.1,64.6
2020-12-30,"San Juan",98,50.4
2020-12-30,"Southeast Utah",79.5,39.1
2020-12-30,"Southwest Utah",132.9,75.4
2020-12-30,"Summit County",149.5,86.4
2020-12-30,"Tooele County",141.2,65.8
2020-12-30,"TriCounty",75.9,46.4
2020-12-30,"Utah County",179,83.2
2020-12-30,"Wasatch County",117.3,75.4
2020-12-30,"Weber-Morgan",191.3,75.6
2020-12-31,"Bear River",91.5,65.8
2020-12-31,"Central Utah",119.6,95.7
2020-12-31,"Davis County",103.5,78.2
2020-12-31,"Salt Lake County",77,65.4
2020-12-31,"San Juan",39.2,47.6
2020-12-31,"Southeast Utah",67.1,43.7
2020-12-31,"Southwest Utah",88.1,74.9
2020-12-31,"Summit County",106.8,85.8
2020-12-31,"Tooele County",107.9,68.4
2020-12-31,"TriCounty",54.7,46.9
2020-12-31,"Utah County",123.5,89
2020-12-31,"Wasatch County",85.1,81.7
2020-12-31,"Weber-Morgan",131.1,81.9
2021-01-01,"Bear River",58.3,70.1
2021-01-01,"Central Utah",84.2,101.6
2021-01-01,"Davis County",68.9,82.1
2021-01-01,"Salt Lake County",58.3,69.6
2021-01-01,"San Juan",32.7,51.3
2021-01-01,"Southeast Utah",24.9,46.9
2021-01-01,"Southwest Utah",36.5,76.4
2021-01-01,"Summit County",106.8,93.2
2021-01-01,"Tooele County",23.5,69.6
2021-01-01,"TriCounty",40.6,50.7
2021-01-01,"Utah County",73.4,94.9
2021-01-01,"Wasatch County",70.4,85.5
2021-01-01,"Weber-Morgan",61,86.1
2021-01-02,"Bear River",62.6,75.7
2021-01-02,"Central Utah",30.5,103.4
2021-01-02,"Davis County",53.4,86.3
2021-01-02,"Salt Lake County",49,72.9
2021-01-02,"San Juan",58.8,52.3
2021-01-02,"Southeast Utah",14.9,47.6
2021-01-02,"Southwest Utah",67.4,83.3
2021-01-02,"Summit County",26.1,91.2
2021-01-02,"Tooele County",49.8,72.4
2021-01-02,"TriCounty",31.8,49.5
2021-01-02,"Utah County",83.1,103.3
2021-01-02,"Wasatch County",29.3,84.6
2021-01-02,"Weber-Morgan",54,90
2021-01-03,"Bear River",63.2,77.4
2021-01-03,"Central Utah",32.9,102.1
2021-01-03,"Davis County",61,87.5
2021-01-03,"Salt Lake County",60.8,74.9
2021-01-03,"San Juan",137.2,70.9
2021-01-03,"Southeast Utah",37.3,48.7
2021-01-03,"Southwest Utah",82.9,88
2021-01-03,"Summit County",104.4,97.3
2021-01-03,"Tooele County",65,73.1
2021-01-03,"TriCounty",42.4,50.2
2021-01-03,"Utah County",78.4,105.3
2021-01-03,"Wasatch County",111.5,87.6
2021-01-03,"Weber-Morgan",74.9,91.1
2021-01-04,"Bear River",88.3,80.4
2021-01-04,"Central Utah",85.4,96.6
2021-01-04,"Davis County",91.4,88.8
2021-01-04,"Salt Lake County",99.2,78.4
2021-01-04,"San Juan",104.5,83.1
2021-01-04,"Southeast Utah",82,49.7
2021-01-04,"Southwest Utah",116.3,92.2
2021-01-04,"Summit County",142.4,106.4
2021-01-04,"Tooele County",83,77.9
2021-01-04,"TriCounty",65.3,53
2021-01-04,"Utah County",139.1,107.6
2021-01-04,"Wasatch County",64.5,85.1
2021-01-04,"Weber-Morgan",95.1,94.3
2021-01-05,"Bear River",141.3,92.4
2021-01-05,"Central Utah",283.1,112.4
2021-01-05,"Davis County",124.9,94
2021-01-05,"Salt Lake County",98.7,81.3
2021-01-05,"San Juan",143.7,87.7
2021-01-05,"Southeast Utah",52.2,51.1
2021-01-05,"Southwest Utah",128.6,93.2
2021-01-05,"Summit County",166.1,114.6
2021-01-05,"Tooele County",103.8,82
2021-01-05,"TriCounty",109.5,60
2021-01-05,"Utah County",116.8,113.3
2021-01-05,"Wasatch County",76.3,79.2
2021-01-05,"Weber-Morgan",141.7,107
2021-01-06,"Bear River",111.3,88.1
2021-01-06,"Central Utah",123.2,108.4
2021-01-06,"Davis County",139.2,91.8
2021-01-06,"Salt Lake County",133.2,82.3
2021-01-06,"San Juan",91.5,86.8
2021-01-06,"Southeast Utah",59.7,48.3
2021-01-06,"Southwest Utah",132.1,93.1
2021-01-06,"Summit County",187.4,120
2021-01-06,"Tooele County",98.3,75.9
2021-01-06,"TriCounty",67.1,58.8
2021-01-06,"Utah County",207.2,117.4
2021-01-06,"Wasatch County",126.1,80.5
2021-01-06,"Weber-Morgan",127.4,97.9
2021-01-07,"Bear River",96.4,88.8
2021-01-07,"Central Utah",115.9,107.9
2021-01-07,"Davis County",119.8,94.1
2021-01-07,"Salt Lake County",104.6,86.2
2021-01-07,"San Juan",143.7,101.7
2021-01-07,"Southeast Utah",67.1,48.3
2021-01-07,"Southwest Utah",119,97.5
2021-01-07,"Summit County",163.7,128.1
2021-01-07,"Tooele County",127.3,78.7
2021-01-07,"TriCounty",77.7,62.1
2021-01-07,"Utah County",147.4,120.8
2021-01-07,"Wasatch County",161.3,91.4
2021-01-07,"Weber-Morgan",136.2,98.6
2021-01-08,"Bear River",59.4,88.9
